theta,dtheta,surrate,initialGuess,a
0.1527163095495038,0.0087266462599716,0.00925,20.0,68.6191508539198
0.1527163095495038,0.0087266462599716,0.00975,20.0,66.65651571313214
0.1614429558094754,0.0087266462599716,0.00025,20.0,478.7989789827674
0.1614429558094754,0.0087266462599716,0.00075,20.0,266.8904236819077
0.1614429558094754,0.0087266462599716,0.00125,20.0,203.13684913081724
0.1614429558094754,0.0087266462599716,0.00175,20.0,169.609512259928
0.1614429558094754,0.0087266462599716,0.00225,20.0,148.17577284813552
0.1614429558094754,0.0087266462599716,0.00275,20.0,132.98831463538454
0.1614429558094754,0.0087266462599716,0.00325,20.0,121.51517926677084
0.1614429558094754,0.0087266462599716,0.00375,20.0,112.459743486005
0.1614429558094754,0.0087266462599716,0.00425,20.0,105.08075755166574
0.1614429558094754,0.0087266462599716,0.00475,20.0,98.91996666361416
0.1614429558094754,0.0087266462599716,0.00525,20.0,93.67693683454222
0.1614429558094754,0.0087266462599716,0.00575,20.0,89.14547930680868
0.1614429558094754,0.0087266462599716,0.00625,20.0,85.1787947352087
0.1614429558094754,0.0087266462599716,0.00675,20.0,81.66917048172685
0.1614429558094754,0.0087266462599716,0.00725,20.0,78.53555815394607
0.1614429558094754,0.0087266462599716,0.00775,20.0,75.71565584642512
0.1614429558094754,0.0087266462599716,0.00825,20.0,73.16068453203806
0.1614429558094754,0.0087266462599716,0.00875,20.0,70.83183866810182
0.1614429558094754,0.0087266462599716,0.00925,20.0,68.69781199652984
0.1614429558094754,0.0087266462599716,0.00975,20.0,66.73302566749886
0.1701696020694471,0.0087266462599716,0.00025,20.0,479.3576428806135
0.1701696020694471,0.0087266462599716,0.00075,20.0,267.20339570839883
0.1701696020694471,0.0087266462599716,0.00125,20.0,203.37590416192552
0.1701696020694471,0.0087266462599716,0.00175,20.0,169.80969534304148
0.1701696020694471,0.0087266462599716,0.00225,20.0,148.35110557407236
0.1701696020694471,0.0087266462599716,0.00275,20.0,133.14603907123723
0.1701696020694471,0.0087266462599716,0.00325,20.0,121.65960186732048
0.1701696020694471,0.0087266462599716,0.00375,20.0,112.59366737198872
0.1701696020694471,0.0087266462599716,0.00425,20.0,105.20612642317371
0.1701696020694471,0.0087266462599716,0.00475,20.0,99.03819291098284
0.1701696020694471,0.0087266462599716,0.00525,20.0,93.78908451931872
0.1701696020694471,0.0087266462599716,0.00575,20.0,89.25237343169466
0.1701696020694471,0.0087266462599716,0.00625,20.0,85.28109010136164
0.1701696020694471,0.0087266462599716,0.00675,20.0,81.76739700665826
0.1701696020694471,0.0087266462599716,0.00725,20.0,78.63015178654852
